taxon	metabolite	spearman_rho	p_value	n_samples	adjusted_correlation_fdr	abs_adjusted_rho	adjusted_direction	covariates_used	taxon_label	metabolite_label
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI1872	-0.3425748396930719	3.472880340233259e-4	105	0.013681043764555261	0.3425748396930719	negative	sex_model;antibiotic_model	Veillonella	C18n QI1872
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C8p_QI6409	0.34162590381455266	3.6156935039364195e-4	105	0.014101204665352036	0.34162590381455266	positive	sex_model;antibiotic_model	Coprobacillus	C8p QI6409
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI11349	-0.34115695625129583	3.688249122050374e-4	105	0.014125396538504227	0.34115695625129583	negative	sex_model;antibiotic_model	Anaerotruncus	C18n QI11349
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI3682	-0.34107839093726233	3.7005351121763904e-4	105	0.014125396538504227	0.34107839093726233	negative	sex_model;antibiotic_model	Propionibacterium	C18n QI3682
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	HILn_QI25565	-0.34077488888808527	3.74835149429578e-4	105	0.014125396538504227	0.34077488888808527	negative	sex_model;antibiotic_model	Coprobacillus	HILn QI25565
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI762	0.34065891759456723	3.766772410267794e-4	105	0.014125396538504227	0.34065891759456723	positive	sex_model;antibiotic_model	Odoribacter	C18n QI762
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI2095	0.33946074102475626	3.962032231329029e-4	105	0.014716119716364967	0.33946074102475626	positive	sex_model;antibiotic_model	Alistipes	C18n QI2095
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI334	-0.3369583246941737	4.4002299142201885e-4	105	0.016189525156093145	0.3369583246941737	negative	sex_model;antibiotic_model	Anaerotruncus	C18n QI334
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI744	-0.3362404331464363	4.5339266472193244e-4	105	0.016384902173020646	0.3362404331464363	negative	sex_model;antibiotic_model	Anaerotruncus	C18n QI744
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	HILp_QI12296	0.33622226829774	4.537357524836486e-4	105	0.016384902173020646	0.33622226829774	positive	sex_model;antibiotic_model	Dorea	HILp QI12296
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C8p_QI21618	-0.33529476297781785	4.7157456028977247e-4	105	0.016754460239251125	0.33529476297781785	negative	sex_model;antibiotic_model	Alistipes	C8p QI21618
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI7605	0.335244384995185	4.7256169905580096e-4	105	0.016754460239251125	0.335244384995185	positive	sex_model;antibiotic_model	Faecalibacterium	C18n QI7605
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI873	0.33456354965788926	4.8609001970941173e-4	105	0.017078838530330685	0.33456354965788926	positive	sex_model;antibiotic_model	Coprobacillus	C18n QI873
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI382	-0.33411950093493104	4.951041212361093e-4	105	0.01724023279304309	0.33411950093493104	negative	sex_model;antibiotic_model	Bilophila	C18n QI382
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	C8p_QI8001	-0.3338577682078194	5.004889214902743e-4	105	0.017273511449664335	0.3338577682078194	negative	sex_model;antibiotic_model	Akkermansia	C8p QI8001
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI8008	0.33334502697343593	5.111941272972276e-4	105	0.01730190845085694	0.33334502697343593	positive	sex_model;antibiotic_model	Dorea	C18n QI8008
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILn_QI2276	0.33324694173750774	5.132657962937773e-4	105	0.01730190845085694	0.33324694173750774	positive	sex_model;antibiotic_model	Faecalibacterium	HILn QI2276
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Veillonellaceae|g__Veillonella	C18n_QI2042	0.33318298107864536	5.146208667434373e-4	105	0.01730190845085694	0.33318298107864536	positive	sex_model;antibiotic_model	Veillonella	C18n QI2042
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Escherichia	C8p_QI2513	0.33279408698435836	5.22930942329633e-4	105	0.017426433133343782	0.33279408698435836	positive	sex_model;antibiotic_model	Escherichia	C8p QI2513
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	HILn_QI25565	0.33259367854462346	5.272613101883503e-4	105	0.017426433133343782	0.33259367854462346	positive	sex_model;antibiotic_model	Subdoligranulum	HILn QI25565
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI11343	-0.3322517105535973	5.34726550900694e-4	105	0.017524651668174004	0.3322517105535973	negative	sex_model;antibiotic_model	Odoribacter	C18n QI11343
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI10930	0.33152602114866264	5.508909948694999e-4	105	0.01786949804143292	0.33152602114866264	positive	sex_model;antibiotic_model	Dorea	C18n QI10930
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI8934	-0.33137051627617664	5.544126315418932e-4	105	0.01786949804143292	0.33137051627617664	negative	sex_model;antibiotic_model	Subdoligranulum	C18n QI8934
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	HILn_QI25565	0.33070650454904676	5.696838337346782e-4	105	0.01813497357929698	0.33070650454904676	positive	sex_model;antibiotic_model	Odoribacter	HILn QI25565
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C8p_QI5114	-0.33060939925831356	5.71949166731674e-4	105	0.01813497357929698	0.33060939925831356	negative	sex_model;antibiotic_model	Barnesiella	C8p QI5114
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI873	0.3302094132282811	5.813676924295394e-4	105	0.018232104801609316	0.3302094132282811	positive	sex_model;antibiotic_model	Dorea	C18n QI873
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI1872	-0.33008348184687153	5.84362333384914e-4	105	0.018232104801609316	0.33008348184687153	negative	sex_model;antibiotic_model	Coprobacillus	C18n QI1872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI8008	0.3298871771827016	5.890586760706763e-4	105	0.018232768545044742	0.3298871771827016	positive	sex_model;antibiotic_model	Faecalibacterium	C18n QI8008
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	HILp_QI1233	0.3288928053078996	6.133840096917448e-4	105	0.018562595879705334	0.3288928053078996	positive	sex_model;antibiotic_model	Dorea	HILp QI1233
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI7436	-0.32867430634419886	6.188510853707721e-4	105	0.018562595879705334	0.32867430634419886	negative	sex_model;antibiotic_model	Odoribacter	C18n QI7436
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI413	-0.3285854569497583	6.210869391843483e-4	105	0.018562595879705334	0.3285854569497583	negative	sex_model;antibiotic_model	Faecalibacterium	C18n QI413
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C8p_QI6409	0.3285699383195877	6.214782171254744e-4	105	0.018562595879705334	0.3285699383195877	positive	sex_model;antibiotic_model	Propionibacterium	C8p QI6409
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C8p_QI2513	0.3283451484101296	6.271713434060354e-4	105	0.018562595879705334	0.3283451484101296	positive	sex_model;antibiotic_model	Propionibacterium	C8p QI2513
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILn_QI1594	0.3283018867924528	6.282724759284882e-4	105	0.018562595879705334	0.3283018867924528	positive	sex_model;antibiotic_model	Faecalibacterium	HILn QI1594
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI1030	-0.32800329871246525	6.359208540171282e-4	105	0.018647303238096238	0.32800329871246525	negative	sex_model;antibiotic_model	Anaerotruncus	C18n QI1030
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI2086	0.32766516604185847	6.446851487429472e-4	105	0.018724263707360345	0.32766516604185847	positive	sex_model;antibiotic_model	Dorea	C18n QI2086
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C8p_QI21618	0.32747152957129394	6.497538530675081e-4	105	0.018724263707360345	0.32747152957129394	positive	sex_model;antibiotic_model	Propionibacterium	C8p QI21618
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	HILp_QI15737	-0.327350189461144	6.529486831284633e-4	105	0.018724263707360345	0.327350189461144	negative	sex_model;antibiotic_model	Akkermansia	HILp QI15737
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI7515	-0.32690234294007875	6.648652777863362e-4	105	0.0188289016146332	0.32690234294007875	negative	sex_model;antibiotic_model	Anaerotruncus	C18n QI7515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILn_QI31979	-0.3266214833039554	6.724398855048963e-4	105	0.0188289016146332	0.3266214833039554	negative	sex_model;antibiotic_model	Faecalibacterium	HILn QI31979
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI873	0.32654986522911045	6.743839866895708e-4	105	0.0188289016146332	0.32654986522911045	positive	sex_model;antibiotic_model	Faecalibacterium	C18n QI873
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI2966	0.32649380742037826	6.759092887304225e-4	105	0.0188289016146332	0.32649380742037826	positive	sex_model;antibiotic_model	Alistipes	C18n QI2966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI1309	0.326010781671159	6.891836644520004e-4	105	0.019062526889097882	0.326010781671159	positive	sex_model;antibiotic_model	Faecalibacterium	C18n QI1309
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILp_QI6434	0.3254647052290306	7.044780251851986e-4	105	0.01922493554946426	0.3254647052290306	positive	sex_model;antibiotic_model	Faecalibacterium	HILp QI6434
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILp_QI3816	0.3253680281982168	7.072178867111684e-4	105	0.01922493554946426	0.3253680281982168	positive	sex_model;antibiotic_model	Faecalibacterium	HILp QI3816
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	HILp_QI15737	-0.32527569405113343	7.09843774134065e-4	105	0.01922493554946426	0.32527569405113343	negative	sex_model;antibiotic_model	Anaerotruncus	HILp QI15737
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI8934	0.32490151358075886	7.20576711993253e-4	105	0.019381028805335772	0.32490151358075886	positive	sex_model;antibiotic_model	Faecalibacterium	C18n QI8934
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	C18n_QI2966	-0.32420185864203177	7.410449868082606e-4	105	0.01965838450338422	0.32420185864203177	negative	sex_model;antibiotic_model	Haemophilus	C18n QI2966
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI2985	-0.3237822814027728	7.535734448259503e-4	105	0.01965838450338422	0.3237822814027728	negative	sex_model;antibiotic_model	Anaerotruncus	C18n QI2985
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI8815	0.3237818784988596	7.535855679993005e-4	105	0.01965838450338422	0.3237818784988596	positive	sex_model;antibiotic_model	Dorea	C18n QI8815
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI413	-0.32360484560874453	7.589296952065914e-4	105	0.01965838450338422	0.32360484560874453	negative	sex_model;antibiotic_model	Coprobacillus	C18n QI413
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	HILn_QI1594	-0.32356417167737916	7.601624151304431e-4	105	0.01965838450338422	0.32356417167737916	negative	sex_model;antibiotic_model	Akkermansia	HILn QI1594
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI413	-0.3235322116933547	7.611323230797479e-4	105	0.01965838450338422	0.3235322116933547	negative	sex_model;antibiotic_model	Propionibacterium	C18n QI413
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI3278	0.3229701624116208	7.783752275193861e-4	105	0.019971469653457936	0.3229701624116208	positive	sex_model;antibiotic_model	Anaerotruncus	C18n QI3278
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	C18n_QI1872	0.3227081271102376	7.865355896039491e-4	105	0.02004894640166929	0.3227081271102376	positive	sex_model;antibiotic_model	Akkermansia	C18n QI1872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI382	-0.32209372846031126	8.059770226100446e-4	105	0.020411106416747885	0.32209372846031126	negative	sex_model;antibiotic_model	Anaerotruncus	C18n QI382
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Coprobacillus	C18n_QI7515	0.3217292141820443	8.177180141152299e-4	105	0.020574840355157397	0.3217292141820443	positive	sex_model;antibiotic_model	Coprobacillus	C18n QI7515
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI1015	0.32153947672018907	8.238911296084311e-4	105	0.02059727824021078	0.32153947672018907	positive	sex_model;antibiotic_model	Faecalibacterium	C18n QI1015
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI873	-0.3207754509641302	8.491822601816556e-4	105	0.021094336399416925	0.3207754509641302	negative	sex_model;antibiotic_model	Anaerotruncus	C18n QI873
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI3682	-0.32026834022874007	8.663584563378607e-4	105	0.02120747066614191	0.32026834022874007	negative	sex_model;antibiotic_model	Dorea	C18n QI3682
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	C18n_QI1325	-0.3201845324486834	8.692274540219601e-4	105	0.02120747066614191	0.3201845324486834	negative	sex_model;antibiotic_model	Akkermansia	C18n QI1325
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacteriales|f__Enterobacteriaceae|g__Klebsiella	C18n_QI13348	-0.32001511764516805	8.750535659081135e-4	105	0.02120747066614191	0.32001511764516805	negative	sex_model;antibiotic_model	Klebsiella	C18n QI13348
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Subdoligranulum	C18n_QI2095	0.3200025293967178	8.754878916022687e-4	105	0.02120747066614191	0.3200025293967178	positive	sex_model;antibiotic_model	Subdoligranulum	C18n QI2095
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes	C18n_QI4874	-0.31967446813733214	8.868764858597408e-4	105	0.021241621425577867	0.31967446813733214	negative	sex_model;antibiotic_model	Alistipes	C18n QI4874
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI7436	0.31964829616477003	8.877908441972288e-4	105	0.021241621425577867	0.31964829616477003	positive	sex_model;antibiotic_model	Dorea	C18n QI7436
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI1872	0.3194723200673341	8.939612324721535e-4	105	0.021258834186837796	0.3194723200673341	positive	sex_model;antibiotic_model	Odoribacter	C18n QI1872
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Anaerotruncus	C18n_QI3702	0.3186721883420329	9.22513788768873e-4	105	0.021708512388585195	0.3186721883420329	positive	sex_model;antibiotic_model	Anaerotruncus	C18n QI3702
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI2320	-0.3186310697166726	9.240033478218313e-4	105	0.021708512388585195	0.3186310697166726	negative	sex_model;antibiotic_model	Dorea	C18n QI2320
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI1549	0.3182355380468588	9.384443932497316e-4	105	0.021861314886868256	0.3182355380468588	positive	sex_model;antibiotic_model	Dorea	C18n QI1549
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	HILp_QI9931	-0.3181466439551831	9.417181797420171e-4	105	0.021861314886868256	0.3181466439551831	negative	sex_model;antibiotic_model	Faecalibacterium	HILp QI9931
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea	C18n_QI11349	0.3177482894464026	9.565171618948685e-4	105	0.022073472966804657	0.3177482894464026	positive	sex_model;antibiotic_model	Dorea	C18n QI11349
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae|g__Bilophila	C18n_QI11349	-0.31737507775243623	9.705743297247629e-4	105	0.02226611697603868	0.31737507775243623	negative	sex_model;antibiotic_model	Bilophila	C18n QI11349
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Actinomycetales|f__Propionibacteriaceae|g__Propionibacterium	C18n_QI2095	-0.316429313028989	0.0010070450822009262	105	0.022804329579861303	0.316429313028989	negative	sex_model;antibiotic_model	Propionibacterium	C18n QI2095
k__Bacteria|p__Verrucomicrobia|c__Verrucomicrobiae|o__Verrucomicrobiales|f__Verrucomicrobiaceae|g__Akkermansia	C18n_QI7515	-0.3164005805515239	0.001008172379572341	105	0.022804329579861303	0.3164005805515239	negative	sex_model;antibiotic_model	Akkermansia	C18n QI7515
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Barnesiella	C18n_QI8008	-0.3162894165191381	0.0010125446662864995	105	0.022804329579861303	0.3162894165191381	negative	sex_model;antibiotic_model	Barnesiella	C18n QI8008
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Odoribacter	C18n_QI2917	0.316165878309417	0.0010174239351015042	105	0.022804329579861303	0.316165878309417	positive	sex_model;antibiotic_model	Odoribacter	C18n QI2917
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Haemophilus	C18n_QI2095	-0.31600923969693384	0.0010236413655428003	105	0.022812579003525263	0.31600923969693384	negative	sex_model;antibiotic_model	Haemophilus	C18n QI2095
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae|g__Faecalibacterium	C18n_QI2320	-0.3158460234996071	0.0010301567212762873	105	0.022827336437372277	0.3158460234996071	negative	sex_model;antibiotic_model	Faecalibacterium	C18n QI2320
